tdb,tr,v,rh,met,clo,vr,clo_d,Out_PMV,const
27,27,0.1,60,2.6,0.36,0.58,0.67,1,1
27,27,0.1,50,2.6,0.36,0.58,0.67,1,1
27,27,0.1,40,2.6,0.36,0.58,0.67,1,1
27,27,0.1,30,2.6,0.36,0.58,0.67,0,1
20,20,0.1,30,3.0,0.36,0.7,0.74,0,1
20,20,0.1,40,3.0,0.36,0.7,0.74,0,1
20,20,0.1,50,3.0,0.36,0.7,0.74,0,1
20,20,0.1,60,3.0,0.36,0.7,0.74,0,1
20,20,0.1,70,3.0,0.36,0.7,0.74,0,1
20,20,0.1,80,3.0,0.36,0.7,0.74,0,1
20,20,0.1,90,3.0,0.36,0.7,0.74,0,1
21,21,0.1,30,3.0,0.36,0.7,0.74,0,1
21,21,0.1,40,3.0,0.36,0.7,0.74,0,1
21,21,0.1,50,3.0,0.36,0.7,0.74,0,1
21,21,0.1,60,3.0,0.36,0.7,0.74,0,1
21,21,0.1,70,3.0,0.36,0.7,0.74,0,1
21,21,0.1,80,3.0,0.36,0.7,0.74,0,1
21,21,0.1,90,3.0,0.36,0.7,0.74,0,1
22,22,0.1,30,3.0,0.36,0.7,0.74,0,1
22,22,0.1,40,3.0,0.36,0.7,0.74,0,1
22,22,0.1,50,3.0,0.36,0.7,0.74,0,1
22,22,0.1,60,3.0,0.36,0.7,0.74,0,1
22,22,0.1,70,3.0,0.36,0.7,0.74,0,1
22,22,0.1,80,3.0,0.36,0.7,0.74,0,1
22,22,0.1,90,3.0,0.36,0.7,0.74,0,1
23,23,0.1,30,3.0,0.36,0.7,0.74,0,1
23,23,0.1,40,3.0,0.36,0.7,0.74,0,1
23,23,0.1,50,3.0,0.36,0.7,0.74,0,1
23,23,0.1,60,3.0,0.36,0.7,0.74,0,1
23,23,0.1,70,3.0,0.36,0.7,0.74,0,1
23,23,0.1,80,3.0,0.36,0.7,0.74,0,1
23,23,0.1,90,3.0,0.36,0.7,0.74,0,1
24,24,0.1,30,3.0,0.36,0.7,0.74,0,1
24,24,0.1,40,3.0,0.36,0.7,0.74,0,1
24,24,0.1,50,3.0,0.36,0.7,0.74,0,1
24,24,0.1,60,3.0,0.36,0.7,0.74,0,1
24,24,0.1,70,3.0,0.36,0.7,0.74,0,1
24,24,0.1,80,3.0,0.36,0.7,0.74,0,1
24,24,0.1,90,3.0,0.36,0.7,0.74,0,1
25,25,0.1,30,3.0,0.36,0.7,0.74,0,1
25,25,0.1,40,3.0,0.36,0.7,0.74,0,1
25,25,0.1,50,3.0,0.36,0.7,0.74,0,1
25,25,0.1,60,3.0,0.36,0.7,0.74,0,1
25,25,0.1,70,3.0,0.36,0.7,0.74,0,1
25,25,0.1,80,3.0,0.36,0.7,0.74,1,1
25,25,0.1,90,3.0,0.36,0.7,0.74,1,1
26,26,0.1,30,3.0,0.36,0.7,0.74,0,1
26,26,0.1,40,3.0,0.36,0.7,0.74,0,1
26,26,0.1,50,3.0,0.36,0.7,0.74,1,1
26,26,0.1,60,3.0,0.36,0.7,0.74,1,1
26,26,0.1,70,3.0,0.36,0.7,0.74,1,1
26,26,0.1,80,3.0,0.36,0.7,0.74,1,1
26,26,0.1,90,3.0,0.36,0.7,0.74,1,1
27,27,0.1,30,3.0,0.36,0.7,0.74,0,1
27,27,0.1,40,3.0,0.36,0.7,0.74,1,1
27,27,0.1,50,3.0,0.36,0.7,0.74,1,1
27,27,0.1,60,3.0,0.36,0.7,0.74,1,1
27,27,0.1,70,3.0,0.36,0.7,0.74,1,1
27,27,0.1,80,3.0,0.36,0.7,0.74,1,1
27,27,0.1,90,3.0,0.36,0.7,0.74,1,1
20,20,0.1,30,3.0,0.57,0.7,1.0,0,1
20,20,0.1,40,3.0,0.57,0.7,1.0,0,1
20,20,0.1,50,3.0,0.57,0.7,1.0,0,1
20,20,0.1,60,3.0,0.57,0.7,1.0,0,1
20,20,0.1,70,3.0,0.57,0.7,1.0,0,1
20,20,0.1,80,3.0,0.57,0.7,1.0,0,1
20,20,0.1,90,3.0,0.57,0.7,1.0,0,1
21,21,0.1,30,3.0,0.57,0.7,1.0,0,1
21,21,0.1,40,3.0,0.57,0.7,1.0,0,1
21,21,0.1,50,3.0,0.57,0.7,1.0,0,1
21,21,0.1,60,3.0,0.57,0.7,1.0,0,1
21,21,0.1,70,3.0,0.57,0.7,1.0,0,1
21,21,0.1,80,3.0,0.57,0.7,1.0,0,1
21,21,0.1,90,3.0,0.57,0.7,1.0,0,1
22,22,0.1,30,3.0,0.57,0.7,1.0,0,1
22,22,0.1,40,3.0,0.57,0.7,1.0,0,1
22,22,0.1,50,3.0,0.57,0.7,1.0,0,1
22,22,0.1,60,3.0,0.57,0.7,1.0,0,1
22,22,0.1,70,3.0,0.57,0.7,1.0,0,1
22,22,0.1,80,3.0,0.57,0.7,1.0,0,1
22,22,0.1,90,3.0,0.57,0.7,1.0,0,1
23,23,0.1,30,3.0,0.57,0.7,1.0,0,1
23,23,0.1,40,3.0,0.57,0.7,1.0,0,1
23,23,0.1,50,3.0,0.57,0.7,1.0,0,1
23,23,0.1,60,3.0,0.57,0.7,1.0,0,1
23,23,0.1,70,3.0,0.57,0.7,1.0,1,1
23,23,0.1,80,3.0,0.57,0.7,1.0,1,1
23,23,0.1,90,3.0,0.57,0.7,1.0,1,1
24,24,0.1,30,3.0,0.57,0.7,1.0,0,1
24,24,0.1,40,3.0,0.57,0.7,1.0,0,1
24,24,0.1,50,3.0,0.57,0.7,1.0,0,1
24,24,0.1,60,3.0,0.57,0.7,1.0,1,1
24,24,0.1,70,3.0,0.57,0.7,1.0,1,1
24,24,0.1,80,3.0,0.57,0.7,1.0,1,1
24,24,0.1,90,3.0,0.57,0.7,1.0,1,1
25,25,0.1,30,3.0,0.57,0.7,1.0,1,1
25,25,0.1,40,3.0,0.57,0.7,1.0,1,1
25,25,0.1,50,3.0,0.57,0.7,1.0,1,1
25,25,0.1,60,3.0,0.57,0.7,1.0,1,1
25,25,0.1,70,3.0,0.57,0.7,1.0,1,1
25,25,0.1,80,3.0,0.57,0.7,1.0,1,1
25,25,0.1,90,3.0,0.57,0.7,1.0,1,1
26,26,0.1,30,3.0,0.57,0.7,1.0,1,1
26,26,0.1,40,3.0,0.57,0.7,1.0,1,1
26,26,0.1,50,3.0,0.57,0.7,1.0,1,1
26,26,0.1,60,3.0,0.57,0.7,1.0,1,1
26,26,0.1,70,3.0,0.57,0.7,1.0,1,1
26,26,0.1,80,3.0,0.57,0.7,1.0,1,1
26,26,0.1,90,3.0,0.57,0.7,1.0,1,1
27,27,0.1,30,3.0,0.57,0.7,1.0,1,1
27,27,0.1,40,3.0,0.57,0.7,1.0,1,1
27,27,0.1,50,3.0,0.57,0.7,1.0,1,1
27,27,0.1,60,3.0,0.57,0.7,1.0,1,1
27,27,0.1,70,3.0,0.57,0.7,1.0,1,1
27,27,0.1,80,3.0,0.57,0.7,1.0,1,1
27,27,0.1,90,3.0,0.57,0.7,1.0,1,1
20,20,0.1,30,3.0,0.67,0.7,0.36,0,1
20,20,0.1,40,3.0,0.67,0.7,0.36,0,1
20,20,0.1,50,3.0,0.67,0.7,0.36,0,1
20,20,0.1,60,3.0,0.67,0.7,0.36,0,1
20,20,0.1,70,3.0,0.67,0.7,0.36,0,1
20,20,0.1,80,3.0,0.67,0.7,0.36,0,1
20,20,0.1,90,3.0,0.67,0.7,0.36,0,1
21,21,0.1,30,3.0,0.67,0.7,0.36,0,1
21,21,0.1,40,3.0,0.67,0.7,0.36,0,1
21,21,0.1,50,3.0,0.67,0.7,0.36,0,1
21,21,0.1,60,3.0,0.67,0.7,0.36,0,1
21,21,0.1,70,3.0,0.67,0.7,0.36,0,1
21,21,0.1,80,3.0,0.67,0.7,0.36,0,1
21,21,0.1,90,3.0,0.67,0.7,0.36,0,1
22,22,0.1,30,3.0,0.67,0.7,0.36,0,1
22,22,0.1,40,3.0,0.67,0.7,0.36,0,1
22,22,0.1,50,3.0,0.67,0.7,0.36,0,1
22,22,0.1,60,3.0,0.67,0.7,0.36,0,1
22,22,0.1,70,3.0,0.67,0.7,0.36,0,1
22,22,0.1,80,3.0,0.67,0.7,0.36,1,1
22,22,0.1,90,3.0,0.67,0.7,0.36,1,1
23,23,0.1,30,3.0,0.67,0.7,0.36,0,1
23,23,0.1,40,3.0,0.67,0.7,0.36,0,1
23,23,0.1,50,3.0,0.67,0.7,0.36,0,1
23,23,0.1,60,3.0,0.67,0.7,0.36,1,1
23,23,0.1,70,3.0,0.67,0.7,0.36,1,1
23,23,0.1,80,3.0,0.67,0.7,0.36,1,1
23,23,0.1,90,3.0,0.67,0.7,0.36,1,1
24,24,0.1,30,3.0,0.67,0.7,0.36,1,1
24,24,0.1,40,3.0,0.67,0.7,0.36,1,1
24,24,0.1,50,3.0,0.67,0.7,0.36,1,1
24,24,0.1,60,3.0,0.67,0.7,0.36,1,1
24,24,0.1,70,3.0,0.67,0.7,0.36,1,1
24,24,0.1,80,3.0,0.67,0.7,0.36,1,1
24,24,0.1,90,3.0,0.67,0.7,0.36,1,1
25,25,0.1,30,3.0,0.67,0.7,0.36,1,1
25,25,0.1,40,3.0,0.67,0.7,0.36,1,1
25,25,0.1,50,3.0,0.67,0.7,0.36,1,1
25,25,0.1,60,3.0,0.67,0.7,0.36,1,1
25,25,0.1,70,3.0,0.67,0.7,0.36,1,1
25,25,0.1,80,3.0,0.67,0.7,0.36,1,1
25,25,0.1,90,3.0,0.67,0.7,0.36,1,1
26,26,0.1,30,3.0,0.67,0.7,0.36,1,1
26,26,0.1,40,3.0,0.67,0.7,0.36,1,1
26,26,0.1,50,3.0,0.67,0.7,0.36,1,1
26,26,0.1,60,3.0,0.67,0.7,0.36,1,1
26,26,0.1,70,3.0,0.67,0.7,0.36,1,1
26,26,0.1,80,3.0,0.67,0.7,0.36,1,1
26,26,0.1,90,3.0,0.67,0.7,0.36,1,1
27,27,0.1,30,3.0,0.67,0.7,0.36,1,1
27,27,0.1,40,3.0,0.67,0.7,0.36,1,1
27,27,0.1,50,3.0,0.67,0.7,0.36,1,1
27,27,0.1,60,3.0,0.67,0.7,0.36,1,1
27,27,0.1,70,3.0,0.67,0.7,0.36,1,1
27,27,0.1,80,3.0,0.67,0.7,0.36,1,1
27,27,0.1,90,3.0,0.67,0.7,0.36,1,1
20,20,0.1,30,3.0,0.74,0.7,0.57,0,1
20,20,0.1,40,3.0,0.74,0.7,0.57,0,1
20,20,0.1,50,3.0,0.74,0.7,0.57,0,1
20,20,0.1,60,3.0,0.74,0.7,0.57,0,1
20,20,0.1,70,3.0,0.74,0.7,0.57,0,1
20,20,0.1,80,3.0,0.74,0.7,0.57,0,1
20,20,0.1,90,3.0,0.74,0.7,0.57,0,1
21,21,0.1,30,3.0,0.74,0.7,0.57,0,1
21,21,0.1,40,3.0,0.74,0.7,0.57,0,1
21,21,0.1,50,3.0,0.74,0.7,0.57,0,1
21,21,0.1,60,3.0,0.74,0.7,0.57,0,1
21,21,0.1,70,3.0,0.74,0.7,0.57,0,1
21,21,0.1,80,3.0,0.74,0.7,0.57,0,1
21,21,0.1,90,3.0,0.74,0.7,0.57,0,1
22,22,0.1,30,3.0,0.74,0.7,0.57,0,1
22,22,0.1,40,3.0,0.74,0.7,0.57,0,1
22,22,0.1,50,3.0,0.74,0.7,0.57,0,1
22,22,0.1,60,3.0,0.74,0.7,0.57,1,1
22,22,0.1,70,3.0,0.74,0.7,0.57,1,1
22,22,0.1,80,3.0,0.74,0.7,0.57,1,1
22,22,0.1,90,3.0,0.74,0.7,0.57,1,1
23,23,0.1,30,3.0,0.74,0.7,0.57,0,1
23,23,0.1,40,3.0,0.74,0.7,0.57,0,1
23,23,0.1,50,3.0,0.74,0.7,0.57,1,1
23,23,0.1,60,3.0,0.74,0.7,0.57,1,1
23,23,0.1,70,3.0,0.74,0.7,0.57,1,1
23,23,0.1,80,3.0,0.74,0.7,0.57,1,1
23,23,0.1,90,3.0,0.74,0.7,0.57,1,1
24,24,0.1,30,3.0,0.74,0.7,0.57,1,1
24,24,0.1,40,3.0,0.74,0.7,0.57,1,1
24,24,0.1,50,3.0,0.74,0.7,0.57,1,1
24,24,0.1,60,3.0,0.74,0.7,0.57,1,1
24,24,0.1,70,3.0,0.74,0.7,0.57,1,1
24,24,0.1,80,3.0,0.74,0.7,0.57,1,1
24,24,0.1,90,3.0,0.74,0.7,0.57,1,1
25,25,0.1,30,3.0,0.74,0.7,0.57,1,1
25,25,0.1,40,3.0,0.74,0.7,0.57,1,1
25,25,0.1,50,3.0,0.74,0.7,0.57,1,1
25,25,0.1,60,3.0,0.74,0.7,0.57,1,1
25,25,0.1,70,3.0,0.74,0.7,0.57,1,1
25,25,0.1,80,3.0,0.74,0.7,0.57,1,1
25,25,0.1,90,3.0,0.74,0.7,0.57,1,1
26,26,0.1,30,3.0,0.74,0.7,0.57,1,1
26,26,0.1,40,3.0,0.74,0.7,0.57,1,1
26,26,0.1,50,3.0,0.74,0.7,0.57,1,1
26,26,0.1,60,3.0,0.74,0.7,0.57,1,1
26,26,0.1,70,3.0,0.74,0.7,0.57,1,1
26,26,0.1,80,3.0,0.74,0.7,0.57,1,1
26,26,0.1,90,3.0,0.74,0.7,0.57,1,1
27,27,0.1,30,3.0,0.74,0.7,0.57,1,1
27,27,0.1,40,3.0,0.74,0.7,0.57,1,1
27,27,0.1,50,3.0,0.74,0.7,0.57,1,1
27,27,0.1,60,3.0,0.74,0.7,0.57,1,1
27,27,0.1,70,3.0,0.74,0.7,0.57,1,1
27,27,0.1,80,3.0,0.74,0.7,0.57,1,1
27,27,0.1,90,3.0,0.74,0.7,0.57,1,1
20,20,0.1,30,3.0,1.0,0.7,0.67,0,1
20,20,0.1,40,3.0,1.0,0.7,0.67,0,1
20,20,0.1,50,3.0,1.0,0.7,0.67,1,1
20,20,0.1,60,3.0,1.0,0.7,0.67,1,1
20,20,0.1,70,3.0,1.0,0.7,0.67,1,1
20,20,0.1,80,3.0,1.0,0.7,0.67,1,1
20,20,0.1,90,3.0,1.0,0.7,0.67,1,1
21,21,0.1,30,3.0,1.0,0.7,0.67,0,1
21,21,0.1,40,3.0,1.0,0.7,0.67,1,1
21,21,0.1,50,3.0,1.0,0.7,0.67,1,1
21,21,0.1,60,3.0,1.0,0.7,0.67,1,1
21,21,0.1,70,3.0,1.0,0.7,0.67,1,1
21,21,0.1,80,3.0,1.0,0.7,0.67,1,1
21,21,0.1,90,3.0,1.0,0.7,0.67,1,1
22,22,0.1,30,3.0,1.0,0.7,0.67,1,1
22,22,0.1,40,3.0,1.0,0.7,0.67,1,1
22,22,0.1,50,3.0,1.0,0.7,0.67,1,1
22,22,0.1,60,3.0,1.0,0.7,0.67,1,1
22,22,0.1,70,3.0,1.0,0.7,0.67,1,1
22,22,0.1,80,3.0,1.0,0.7,0.67,1,1
22,22,0.1,90,3.0,1.0,0.7,0.67,1,1
23,23,0.1,30,3.0,1.0,0.7,0.67,1,1
23,23,0.1,40,3.0,1.0,0.7,0.67,1,1
23,23,0.1,50,3.0,1.0,0.7,0.67,1,1
23,23,0.1,60,3.0,1.0,0.7,0.67,1,1
23,23,0.1,70,3.0,1.0,0.7,0.67,1,1
23,23,0.1,80,3.0,1.0,0.7,0.67,1,1
23,23,0.1,90,3.0,1.0,0.7,0.67,1,1
24,24,0.1,30,3.0,1.0,0.7,0.67,1,1
24,24,0.1,40,3.0,1.0,0.7,0.67,1,1
24,24,0.1,50,3.0,1.0,0.7,0.67,1,1
24,24,0.1,60,3.0,1.0,0.7,0.67,1,1
24,24,0.1,70,3.0,1.0,0.7,0.67,1,1
24,24,0.1,80,3.0,1.0,0.7,0.67,1,1
24,24,0.1,90,3.0,1.0,0.7,0.67,1,1
25,25,0.1,30,3.0,1.0,0.7,0.67,1,1
25,25,0.1,40,3.0,1.0,0.7,0.67,1,1
25,25,0.1,50,3.0,1.0,0.7,0.67,1,1
25,25,0.1,60,3.0,1.0,0.7,0.67,1,1
25,25,0.1,70,3.0,1.0,0.7,0.67,1,1
25,25,0.1,80,3.0,1.0,0.7,0.67,1,1
25,25,0.1,90,3.0,1.0,0.7,0.67,1,1
26,26,0.1,30,3.0,1.0,0.7,0.67,1,1
26,26,0.1,40,3.0,1.0,0.7,0.67,1,1
26,26,0.1,50,3.0,1.0,0.7,0.67,1,1
26,26,0.1,60,3.0,1.0,0.7,0.67,1,1
26,26,0.1,70,3.0,1.0,0.7,0.67,1,1
26,26,0.1,80,3.0,1.0,0.7,0.67,1,1
26,26,0.1,90,3.0,1.0,0.7,0.67,1,1
27,27,0.1,30,3.0,1.0,0.7,0.67,1,1
27,27,0.1,40,3.0,1.0,0.7,0.67,1,1
27,27,0.1,50,3.0,1.0,0.7,0.67,1,1
27,27,0.1,60,3.0,1.0,0.7,0.67,1,1
27,27,0.1,70,3.0,1.0,0.7,0.67,1,1
27,27,0.1,80,3.0,1.0,0.7,0.67,1,1
27,27,0.1,90,3.0,1.0,0.7,0.67,1,1
20,20,0.1,90,3.4,0.36,0.82,0.74,0,1
20,20,0.1,80,3.4,0.36,0.82,0.74,0,1
20,20,0.1,70,3.4,0.36,0.82,0.74,0,1
20,20,0.1,60,3.4,0.36,0.82,0.74,0,1
20,20,0.1,50,3.4,0.36,0.82,0.74,0,1
20,20,0.1,40,3.4,0.36,0.82,0.74,0,1
20,20,0.1,30,3.4,0.36,0.82,0.74,0,1
21,21,0.1,90,3.4,0.36,0.82,0.74,0,1
21,21,0.1,80,3.4,0.36,0.82,0.74,0,1
21,21,0.1,70,3.4,0.36,0.82,0.74,0,1
21,21,0.1,60,3.4,0.36,0.82,0.74,0,1
21,21,0.1,50,3.4,0.36,0.82,0.74,0,1
21,21,0.1,40,3.4,0.36,0.82,0.74,0,1
21,21,0.1,30,3.4,0.36,0.82,0.74,0,1
22,22,0.1,90,3.4,0.36,0.82,0.74,0,1
22,22,0.1,80,3.4,0.36,0.82,0.74,0,1
22,22,0.1,70,3.4,0.36,0.82,0.74,0,1
22,22,0.1,60,3.4,0.36,0.82,0.74,0,1
22,22,0.1,50,3.4,0.36,0.82,0.74,0,1
22,22,0.1,40,3.4,0.36,0.82,0.74,0,1
22,22,0.1,30,3.4,0.36,0.82,0.74,0,1
23,23,0.1,90,3.4,0.36,0.82,0.74,0,1
23,23,0.1,80,3.4,0.36,0.82,0.74,0,1
23,23,0.1,70,3.4,0.36,0.82,0.74,0,1
23,23,0.1,60,3.4,0.36,0.82,0.74,0,1
23,23,0.1,50,3.4,0.36,0.82,0.74,0,1
23,23,0.1,40,3.4,0.36,0.82,0.74,0,1
23,23,0.1,30,3.4,0.36,0.82,0.74,0,1
24,24,0.1,90,3.4,0.36,0.82,0.74,0,1
24,24,0.1,80,3.4,0.36,0.82,0.74,0,1
24,24,0.1,70,3.4,0.36,0.82,0.74,0,1
24,24,0.1,60,3.4,0.36,0.82,0.74,0,1
24,24,0.1,50,3.4,0.36,0.82,0.74,0,1
24,24,0.1,40,3.4,0.36,0.82,0.74,0,1
24,24,0.1,30,3.4,0.36,0.82,0.74,0,1
25,25,0.1,90,3.4,0.36,0.82,0.74,1,1
25,25,0.1,80,3.4,0.36,0.82,0.74,1,1
25,25,0.1,70,3.4,0.36,0.82,0.74,0,1
25,25,0.1,60,3.4,0.36,0.82,0.74,0,1
25,25,0.1,50,3.4,0.36,0.82,0.74,0,1
25,25,0.1,40,3.4,0.36,0.82,0.74,0,1
25,25,0.1,30,3.4,0.36,0.82,0.74,0,1
26,26,0.1,90,3.4,0.36,0.82,0.74,1,1
26,26,0.1,80,3.4,0.36,0.82,0.74,1,1
26,26,0.1,70,3.4,0.36,0.82,0.74,1,1
26,26,0.1,60,3.4,0.36,0.82,0.74,1,1
26,26,0.1,50,3.4,0.36,0.82,0.74,1,1
26,26,0.1,40,3.4,0.36,0.82,0.74,0,1
26,26,0.1,30,3.4,0.36,0.82,0.74,0,1
27,27,0.1,90,3.4,0.36,0.82,0.74,1,1
27,27,0.1,80,3.4,0.36,0.82,0.74,1,1
27,27,0.1,70,3.4,0.36,0.82,0.74,1,1
27,27,0.1,60,3.4,0.36,0.82,0.74,1,1
27,27,0.1,50,3.4,0.36,0.82,0.74,1,1
27,27,0.1,40,3.4,0.36,0.82,0.74,1,1
27,27,0.1,30,3.4,0.36,0.82,0.74,1,1
